GENE	TCGA-OR-A5J1	TCGA-OR-A5J2	TCGA-OR-A5J3
ANGPTL1	1.4409	55.1604	6.5176
ANGPTL2	492.7954	2441.1480	500.0741
ANGPTL3	0.9606	0.8053	0.0000
ANGPTL4	41.3064	354.7174	1235.3725
ANGPTL5	7.2046	1.2079	0.5925
ANGPTL6	11.9645	4.7390	66.9767
ANGPTL7	0.0000	0.0000	0.0000
ANG	59.5101	141.1944	339.8193
ANK1	22.0941	2.0132	127.3885
ANK2	601.3449	111.9312	542.7344
ANK3	11.0471	54.7577	125.6110
ANKAR	17.2911	21.3394	10.6651
ANKDD1A	612.3919	408.2672	364.9830
ANKFN1	0.0000	474.7012	1.1850
ANKFY1	1160.9030	1217.5543	1515.6273
ANKHD1-EIF4EBP3	643.1124	1112.6771	1267.0004
ANKHD1	1345.9750	1850.6302	1975.1089
ANKH	265.6100	241.5782	203.2292
ANKIB1	1286.7435	2571.6003	1900.1629
ANKK1	10.5668	3.2210	9.4801
ANKLE1	3.3622	7.0178	36.1428
ANKLE2	2011.0471	4075.0221	3719.7452
ANKMY1	123.9193	438.0619	143.3862
ANKMY2	749.7598	617.2324	486.4465
ANKRA2	425.0720	311.6359	684.9356
ANKRD10	2242.5552	735.5493	819.4342
ANKRD11	2561.2152	2969.0850	2757.8848
ANKRD12	1096.5418	1627.8346	665.3829
ANKRD13A	1451.4890	1582.7400	1052.8811
ANKRD13B	383.7656	29.3920	20.7377
ANKRD13C	688.7608	608.3745	428.3810
ANKRD13D	1440.4419	905.1131	348.9853
ANKRD16	192.1230	250.0778	145.1637
ANKRD17	1081.6523	2429.0691	1221.1524
ANKRD19	79.2507	25.7683	31.9953
ANKRD1	3.3622	2.4158	2.3700
ANKRD20A3	0.9606	21.7420	4.7400
ANKRD20A4	1.4409	0.0000	0.0000
ANKRD20B	3.3622	7.6500	8.8876
ANKRD22	1.4409	2.0132	4.7400
ANKRD23	33.1412	21.7420	33.1803
ANKRD24	57.6369	81.3313	113.1684
ANKRD26P1	0.0000	0.0000	1.1850
ANKRD26	97.0221	349.4832	119.0935
ANKRD27	287.2238	768.6214	858.5395
ANKRD28	549.4717	1636.6925	843.1344
ANKRD29	48.5110	14.8973	373.8705
ANKRD2	5.7637	68.4472	0.0000
ANKRD30A	0.0000	0.0000	0.0000
ANKRD30B	163.7848	0.4026	0.0000
ANKRD31	4.8031	1.6105	2.3700
ANKRD32	97.0221	113.9444	240.5570
ANKRD33	0.0000	0.0000	0.5925
ANKRD34A	143.1316	50.7314	7.1101
ANKRD34B	0.0000	0.4026	1.1850
ANKRD34C	0.0000	0.8053	0.0000
ANKRD35	5.2834	11.6763	5.3325
ANKRD36BP1	4.8031	149.3759	34.3653
ANKRD36B	0.9606	10.4684	6.5176
ANKRD36	60.9990	53.9525	65.7680
ANKRD37	373.5735	35.4556	134.6408
ANKRD39	544.1883	179.1705	218.6343
ANKRD40	1996.1575	1234.0621	865.6495
ANKRD42	496.6378	264.9308	540.3644
ANKRD43	14.8895	426.3856	0.5925
ANKRD44	29.2988	160.6495	61.6205
ANKRD45	62.4400	20.1315	1.7775
ANKRD46	1082.1326	509.0416	868.6121
ANKRD49	354.4669	160.6495	203.8217
ANKRD50	210.8549	411.4883	239.9644
ANKRD52	1914.0250	9578.1742	2265.7384
ANKRD53	161.3833	38.6525	4.1475
ANKRD54	581.1720	456.1802	686.7131
ANKRD55	42.2671	0.4026	0.5925
ANKRD56	100.8646	762.9846	36.7353
ANKRD57	199.8079	247.2151	176.5664
ANKRD58	11.0471	5.2342	106.0584
ANKRD5	85.0144	192.8600	118.5010
ANKRD6	350.1681	557.8041	74.7563
ANKRD7	0.0000	22.1447	14.2201
ANKRD9	344.3804	361.1595	346.0228
ANKS1A	1244.4765	695.7453	779.1438
ANKS1B	81.1720	11.6763	19.5527
ANKS3	731.9885	105.8918	496.5190
ANKS4B	0.0000	0.0000	0.0000
ANKS6	232.4688	408.2672	228.1144
ANKZF1	585.0144	470.2723	1218.1899
ANLN	79.2507	620.8561	191.3791
ANO10	425.0720	874.9158	1062.9536
ANO1	253.1220	460.2065	70.5081
ANO2	10.5668	8.8579	7.7026
ANO3	129.2027	59.5893	0.5925
ANO4	1005.2834	1282.3778	1180.2696
ANO5	329.4909	72.8761	225.7443
ANO6	1036.9837	2915.0440	1533.9950
ANO7	3.3622	12.8842	66.9530
ANO8	215.6580	411.4883	3002.8144
ANO9	1.9212	2.0132	1.1850
ANP32A	2133.5255	1428.9352	1481.8545
ANP32B	1752.6417	2313.1116	2131.8323
ANP32C	0.4803	0.8053	1.1850
ANP32D	0.0000	0.8053	0.5925
ANP32E	2429.8751	2365.0509	1561.8427
ANPEP	17.7714	32.2104	46.2154
ANTXR1	1749.2795	1752.2474	3377.8699
ANTXR2	1314.6013	2623.9422	634.5727
ANTXRL	0.0000	0.0000	3.5550
ANUBL1	109.9904	313.2464	25.4777
ANXA10	0.0000	0.0000	0.0000
ANXA11	2034.5821	2681.9210	158.7913
ANXA13	0.0000	0.0000	4.1475
ANXA1	1128.2421	551.6036	1570.7303
ANXA2P1	9.1258	17.3131	30.2177
ANXA2P2	656.0999	1649.1741	2946.5264
ANXA2P3	2.4015	2.8184	5.9250
ANXA2	2501.4409	4091.1273	7591.1717
ANXA3	73.0067	7.6500	2.9625
ANXA4	686.3593	1017.4470	380.3881
ANXA5	37132.5648	7145.4814	3972.1523
ANXA6	5762.7281	4258.6216	3725.0778
ANXA7	4721.9020	6393.7705	2997.4819
ANXA8L1	0.0000	0.0000	0.0000
ANXA8L2	0.0000	1.2079	5.3325
ANXA8	0.0000	0.4026	14.8126
ANXA9	7.6849	18.1184	20.1452
AOAH	58.1172	46.7051	3.5550
AOC2	5.7637	5.2342	74.6556
AOC3	123.9193	512.5485	372.6855
AOX1	2383.7656	578.9825	12988.8905
AOX2P	0.0000	0.0000	1.1850
AP1AR	441.8828	642.5981	594.2823
AP1B1	1240.6340	2154.0726	2843.4306
AP1G1	2151.2968	2044.5571	3572.8040
AP1G2	2283.7752	568.1236	154.8156
AP1M1	3149.8559	1473.6272	4594.8748
AP1M2	18.2517	2.4158	0.5925
AP1S1	762.7281	2528.5188	6936.4539
AP1S2	157.5408	173.1311	198.4891
AP1S3	23.0548	38.2499	69.3231
AP2A1	2277.9011	4457.1949	10752.8248
AP2A2	1034.5821	1492.9535	1342.0234
AP2B1	3160.9030	5594.1466	4575.9147
AP2M1	20162.8242	16598.4376	14399.6445
AP2S1	1341.9789	1467.1851	3546.1413
AP3B1	551.3929	795.1950	1206.3398
AP3B2	25.4563	13.2868	33.1803
AP3D1	4402.4976	7652.3931	6316.1013
AP3M1	897.2142	2330.4247	1187.3796
AP3M2	304.0346	587.8404	449.1186
AP3S1	3185.8790	674.8085	1544.6601
AP3S2	1636.8972	954.5440	2125.8006
AP4B1	461.0999	180.1690	270.5732
AP4E1	309.7983	277.0097	222.7818
AP4M1	269.0730	309.2765	343.9668
AP4S1	92.6993	45.8999	136.8686
APAF1	292.9875	385.3173	531.4768
APBA1	53.3141	56.3683	14.2201
APBA2	173.3910	44.2893	145.1637
APBA3	283.3814	243.5914	594.2823
APBB1IP	158.0211	22.9499	17.7751
APBB1	568.2037	782.3108	866.2420
APBB2	415.9462	481.9486	313.4350
APBB3	1533.1412	442.0882	927.2700
APC2	8.6792	6.8447	80.4977
APCDD1L	0.0000	0.0000	0.0000
APCDD1	552.3535	8476.9801	325.2851
APCS	0.0000	0.0000	0.0000
APC	638.3285	1830.3577	797.5115
APEH	2329.0106	3604.3472	2570.2859
APEX1	3496.1575	2395.2482	5184.4171
APEX2	438.0403	495.2354	928.4550
APH1A	3191.6427	6888.2006	2393.1269
APH1B	679.6350	1139.0414	777.9588
API5	1478.3862	1813.4473	1580.8028
APIP	179.6350	463.4115	587.5574
APITD1	321.7195	61.1998	210.2740
APLF	117.6753	62.4077	31.9953
APLNR	33.1412	264.1255	39.6978
APLN	15.3698	177.1574	8903.5698
APLP1	126.8012	95.0208	3164.5682
APLP2	17727.1854	18193.2565	10645.5340
APOA1BP	1534.1018	2031.6729	2123.5373
APOA1	85.9750	152.1943	7.1101
APOA2	0.0000	0.0000	0.0000
APOA4	0.0000	0.8053	6.5176
APOA5	0.0000	0.4026	0.5925
APOB48R	117.6753	15.7026	43.8454
APOBEC1	0.0000	0.0000	0.5925
APOBEC2	10.0865	9.6631	5.3325
APOBEC3A	5.9846	2.4158	1.1850
APOBEC3B	241.8540	81.7340	53.9179
APOBEC3C	269.9328	572.9430	508.3691
APOBEC3D	48.9914	75.2919	20.1452
APOBEC3F	58.1172	109.1128	6.5176
APOBEC3G	45.6292	67.2393	7.1101
APOBEC3H	3.8425	0.8053	119.0935
APOBEC4	0.9606	0.4026	0.0000
APOB	3.3622	81.7340	4.7400
APOC1P1	1.4409	0.0000	0.0000
APOC1	1875.1201	237.5519	4049.1779
APOC2	192.6033	6.8447	79.3956
APOC3	0.0000	0.0000	0.0000
APOC4	0.0000	6.8447	1.7775
APOD	726.2248	68.0445	226.9293
APOE	22243.5159	5691.1805	17990.8162
APOF	0.0000	0.8053	0.5925
APOH	0.0000	0.0000	2.3700
APOL1	158.5014	384.9146	202.6366
APOL2	297.7906	181.9889	876.3146
APOL3	105.1873	210.5757	155.8288
APOL4	3.3622	54.7577	6.5176
APOL5	0.0000	0.0000	0.0000
APOL6	331.4121	585.8272	343.0603
APOLD1	357.8290	1203.0596	279.6623
APOM	161.8636	35.4315	37.3278
APOOL	20.1729	266.5413	133.9061
APOO	544.6686	160.6495	564.0646
APPBP2	841.0183	817.3397	810.5466
APPL1	970.7012	2582.4713	805.8065
APPL2	438.0403	1454.3009	1161.3094
APP	24320.8453	36086.1508	43239.2238
APRT	4316.5226	1327.8750	4820.6192
APTX	710.8549	364.3805	436.0835
AQP10	0.0000	0.8053	0.0000
AQP11	741.1143	101.8655	33.7728
AQP12A	0.0000	0.0000	0.0000
AQP12B	0.0000	0.0000	0.0000
AQP1	758.9289	1146.1639	263.6646
AQP2	9.6061	2.4158	2369.4268
AQP3	104.2267	23.7552	46.2154
AQP4	0.0000	0.0000	4.1475
AQP5	0.0000	0.8053	1.1850
AQP6	0.4803	1.2079	12.4426
AQP7P1	3.3622	7.6500	0.5925
AQP7P3	0.0000	1.2079	1.1850
AQP7	3.8425	3.2210	1.1850
AQP8	0.9606	2.4158	74.6556
AQP9	1.9212	144.1417	3.5550
AQPEP	8.1652	2.4158	3.5550
AQR	610.4707	696.9532	642.8677
ARAF	954.8511	1640.7188	1842.6900
ARAP1	1815.0817	1728.8747	1286.9145
ARAP2	11.5274	117.1654	13.6276
ARAP3	177.2334	311.6359	100.1333
ARCN1	4918.8280	4496.1735	2961.9316
ARC	19.6926	12.8842	26.0702
AREG	2.4015	10.4684	3.5550
ARF1	11768.4918	19079.8487	10673.3817
ARF3	7341.9789	7310.1573	8952.7477
ARF4	5860.7109	9124.8124	5469.4119
ARF5	4700.2642	2334.8053	4774.4038
ARF6	1434.6782	1649.5767	3442.4530
ARFGAP1	1789.1451	2085.2228	1523.9224
ARFGAP2	2446.2056	1608.9110	1217.5974
ARFGAP3	902.4976	1227.2174	2918.0862
ARFGEF1	912.6993	840.6922	891.1272
ARFGEF2	1609.9904	5240.6371	1480.6695
ARFIP1	799.2315	541.9405	581.2472
ARFIP2	954.3708	1089.9205	1040.4385
ARFRP1	1010.5668	1099.9862	735.8910
ARG1	1.9212	2.0132	7.1101
ARG2	204.2747	531.5083	192.7537
ARGFXP2	0.9606	3.2210	0.0000
ARGFX	0.0000	0.0000	0.0000
ARGLU1	2448.1268	1255.4015	863.2795
ARHGAP10	102.3055	63.6156	122.6485
ARHGAP11A	84.0538	253.6571	119.6860
ARHGAP11B	0.4803	21.3394	3.5550
ARHGAP12	1383.7656	4106.0247	698.5632
ARHGAP15	38.9049	20.9368	13.6276
ARHGAP17	1125.8405	953.4288	1835.5799
ARHGAP18	2202.6897	2226.5460	1193.8972
ARHGAP19	197.4063	363.1726	110.2059
ARHGAP1	2505.2834	2580.0555	1762.1093
ARHGAP20	57.1566	184.8073	45.0304
ARHGAP21	1099.9039	4631.0547	1060.5836
ARHGAP22	68.2037	8.8579	66.3605
ARHGAP23	92.6993	1310.9645	948.0077
ARHGAP24	338.1364	35.4315	81.1732
ARHGAP25	269.4524	159.8443	89.4682
ARHGAP26	136.8876	92.6050	176.5664
ARHGAP27	219.0202	175.5468	230.4844
ARHGAP28	951.0086	32.2104	97.7633
ARHGAP29	123.4390	525.4327	239.9644
ARHGAP30	75.4083	103.8786	24.2927
ARHGAP31	291.0663	317.6754	74.0631
ARHGAP32	1019.6926	1532.0086	1038.0684
ARHGAP33	277.6177	217.4204	444.3786
ARHGAP36	0.0000	8.0526	244.1120
ARHGAP39	165.2257	270.9702	266.6272
ARHGAP42	104.2267	194.0437	122.0560
ARHGAP4	448.1268	642.5981	2080.8769
ARHGAP5	1442.3631	2048.1808	3398.0151
ARHGAP6	47.5504	46.7051	46.8079
ARHGAP8	0.4803	19.7289	2.9625
ARHGAP9	46.1095	115.9576	18.3676
ARHGDIA	9277.6177	7018.2502	5927.4182
ARHGDIB	1496.6378	792.7792	592.5048
ARHGDIG	1.8252	0.0000	9.1364
ARHGEF10L	596.5418	254.8650	563.4721
ARHGEF10	343.4198	660.3138	587.7648
ARHGEF11	1239.1931	3748.4889	1736.0391
ARHGEF12	3786.2632	6660.3118	2498.0003
ARHGEF15	134.9664	310.8307	116.1309
ARHGEF16	5.7637	152.9995	31.9953
ARHGEF17	308.8377	696.9532	182.4915
ARHGEF18	2150.8165	1388.6722	1670.2711
ARHGEF19	328.5303	233.5256	805.2140
ARHGEF1	1037.9443	782.7135	1522.7374
ARHGEF2	232.4688	1416.0511	162.3463
ARHGEF33	17.7714	83.7471	31.9953
ARHGEF35	40.3458	562.4746	5.9250
ARHGEF37	13.4486	44.2893	408.2358
ARHGEF38	0.0000	0.0000	0.0000
ARHGEF3	3155.1393	3956.6488	1088.4313
ARHGEF4	12.0077	83.7471	244.7045
ARHGEF5	15.8501	810.4950	1.7775
ARHGEF6	604.2267	1042.4101	1721.8190
ARHGEF7	1131.1239	1083.8810	951.5627
ARHGEF9	917.3871	656.2875	997.1856
ARID1A	1195.9654	2677.8947	1608.0581
ARID1B	1220.4611	1445.4431	987.7055
ARID2	874.6398	746.0741	671.3080
ARID3A	42.7474	54.7577	173.0114
ARID3B	41.3064	106.2944	77.0256
ARID3C	0.0000	4.0263	13.6276
ARID4A	295.8694	773.0503	432.5285
ARID4B	675.3122	1352.8381	631.6101
ARID5A	231.5082	208.9652	191.3791
ARID5B	114.3132	169.1048	494.1490
ARIH1	1206.0519	1403.5695	1054.6586
ARIH2	2005.2834	3068.2448	1342.6159
ARL10	14.8895	160.2469	33.1803
ARL11	21.6138	175.5468	6.5176
ARL13A	0.0000	0.0000	1.1850
ARL13B	169.5485	242.7861	139.8311
ARL14	0.0000	0.0000	3.5550
ARL15	169.5485	475.1039	377.4256
ARL16	742.0749	478.7275	388.0907
ARL17A	70.1921	54.2343	68.0907
ARL17B	0.0000	1.3287	2.8085
ARL1	3134.9664	5377.9340	5088.4313
ARL2BP	3005.7637	1478.4588	3729.2253
ARL2	3084.5341	1678.5661	905.3474
ARL3	1168.5879	1511.4745	572.3597
ARL4A	182.0365	211.3810	517.8492
ARL4C	92.6993	237.5519	265.4422
ARL4D	210.8549	38.6525	311.0650
ARL5A	639.7695	647.8323	583.6172
ARL5B	121.0375	443.6987	96.5783
ARL5C	0.4803	0.0000	0.0000
ARL6IP1	10127.2815	5959.3323	11908.1618
ARL6IP4	7635.4467	4924.9749	4479.9289
ARL6IP5	5436.5994	6353.1048	3398.0151
ARL6IP6	523.5351	293.1149	232.2619
ARL6	81.1720	142.9338	78.8031
ARL8A	1741.1143	2627.1633	1171.3820
ARL8B	2428.4342	6710.2380	1542.8825
ARL9	4.8031	0.8053	3.5550
ARMC10	729.9616	804.2542	1184.8674
ARMC1	517.2911	868.4737	442.0086
ARMC2	11.0471	34.2236	26.0702
ARMC3	0.0000	0.0000	0.0000
ARMC4	1.9212	1.6105	11.8501
ARMC5	1142.6513	299.1544	1059.9911
ARMC6	1230.0672	700.5044	1085.4451
ARMC7	368.3958	113.9444	192.5641
ARMC8	645.5331	1204.2675	731.7434
ARMC9	421.7099	374.4463	151.6812
ARMCX1	1560.9990	1348.4092	1567.7677
ARMCX2	1636.8876	1848.8787	1478.8920
ARMCX3	2070.6052	2209.6355	384.5356
ARMCX5	269.4524	266.9439	427.7885
ARMCX6	287.7041	334.5858	1645.9784
ARMS2	0.4803	0.4026	0.0000
ARNT2	716.1383	210.5757	293.8824
ARNTL2	0.4803	26.9762	1.1850
ARNTL	805.9558	361.5621	336.5427
ARNT	807.3967	1713.9975	471.6338
ARPC1A	2416.4265	3409.4580	3630.6917
ARPC1B	1415.9462	4860.5701	1327.9810
ARPC2	2698.8473	3709.4337	1862.2426
ARPC3	5662.8242	4313.7819	5174.9370
ARPC4	2781.9212	5245.0660	2282.9092
ARPC5L	1009.6061	859.6159	971.7079
ARPC5	3859.2699	7399.5412	2538.2906
ARPM1	25.4563	62.0051	71.6931
ARPP19	3958.6936	4545.2944	2457.1175
ARPP21	0.0000	0.0000	0.0000
ARR3	0.0000	0.4026	0.0000
ARRB1	57.6369	110.3207	39.1053
ARRB2	426.5130	184.0021	267.2197
ARRDC1	1419.3084	633.3376	331.2102
ARRDC2	536.5034	137.6996	804.0290
ARRDC3	2991.8348	2761.6418	7168.7157
ARRDC4	1809.3180	274.5939	814.1016
ARRDC5	3.3622	1.2079	0.0000
ARSA	446.6859	1122.1309	1282.1804
ARSB	712.2959	160.6495	381.5731
ARSD	158.9817	972.3524	844.3194
ARSE	1.9212	2.0132	0.5925
ARSF	0.0000	0.4026	6.5176
ARSG	9.1258	150.9864	49.1779
ARSH	0.0000	0.0000	0.0000
ARSI	0.9606	13.2868	13.0351
ARSJ	47.5504	6.8447	57.4730
ARSK	247.3583	137.6996	700.3407
ART1	0.4803	0.0000	0.0000
ART3	0.0000	0.4026	0.0000
ART4	4.8031	16.5078	2.9625
ART5	0.4803	2.8184	0.0000
ARTN	2.8818	7.2473	45.0304
ARV1	602.7858	459.4013	530.2918
ARVCF	120.0768	412.6961	123.2410
ARX	326.6090	3.2210	22.5152
AR	0.9606	174.7416	78.8031
AS3MT	133.5255	1984.9678	16851.4294
ASAH1	1463.4966	6381.2890	1680.9362
ASAH2B	2.4015	26.9762	1.7775
ASAH2	2.8818	5.2342	12.4426
ASAM	0.9606	37.0420	0.0000
ASAP1IT1	0.0000	0.0000	0.0000
ASAP1	1077.8098	4090.7247	824.7667
ASAP2	873.6792	295.5307	330.6177
ASAP3	2333.8136	1446.6510	908.3099
ASB10	0.0000	0.0000	0.0000
ASB11	0.0000	0.4026	0.0000
ASB12	26.8972	4.8316	16.5901
ASB13	527.3775	2336.0615	1013.1832
ASB14	19.6926	11.6763	6.5176
ASB15	0.0000	0.0000	0.0000
ASB16	10.6484	16.5078	8.3484
ASB17	0.0000	1.2079	0.0000
ASB18	0.0000	0.0000	0.0000
ASB1	325.9126	373.1015	168.8639
ASB2	3.8425	38.2499	5.3325
ASB3	475.5043	281.0360	252.4071
ASB4	411.1431	2215.2724	1618.1306
ASB5	0.0000	0.0000	0.5925
ASB6	1740.8982	990.0440	1868.0847
ASB7	291.0663	280.6334	274.9222
ASB8	609.5101	1436.9878	1267.9603
ASB9	15.3698	24.1578	17.1826
ASCC1	1152.2574	963.4945	502.4441
ASCC2	2133.0451	1224.8016	1448.0818
ASCC3	911.6234	874.5132	897.6448
ASCL1	0.4803	0.4026	1.7775
ASCL2	1.4409	2.0132	133.9061
ASCL3	0.0000	0.0000	0.0000
ASCL4	0.9606	0.0000	0.0000
ASF1A	1195.0048	363.9779	517.2567
ASF1B	55.7157	390.5515	286.7723
ASFMR1	0.0000	2.8224	1.1850
ASGR1	45.6292	46.3025	33.7728
ASGR2	4.3228	1.2079	0.0000
ASH1L	1551.9404	3567.5428	1055.6836
ASH2L	902.0173	1155.9518	586.5798
ASIP	0.0000	0.4026	0.0000
ASL	527.8578	789.5582	913.0499
ASMTL	614.3132	514.9643	1341.9819
ASMT	60.0528	3.2210	23.7002
ASNA1	1850.6244	2950.8781	2598.1336
ASNSD1	975.0240	789.5582	876.9071
ASNS	597.9827	1727.6870	1073.0262
ASPA	6.7243	12.4815	10.6651
ASPDH	0.0000	0.4026	0.0000
ASPG	0.4803	0.4026	1.7775
ASPHD1	19.6926	13.6894	589.5423
ASPHD2	8.1652	17.7157	110.2059
ASPH	4828.0740	11879.2834	6669.8267
ASPM	132.0845	371.2252	62.2130
ASPN	26.8972	215.4073	24.2927
ASPRV1	260.4371	24.7457	122.6840
ASPSCR1	679.6350	862.0317	683.1581
ASRGL1	112.8722	68.8498	215.0792
ASS1	2067.2430	3103.0724	8909.4949
ASTE1	163.0596	231.3917	193.7254
ASTL	0.4803	6.8447	4.7400
ASTN1	4202.2094	7013.8213	2144.2749
ASTN2	84.5341	62.0051	113.1684
ASXL1	2027.8578	3418.3320	870.9821
ASXL2	35.5427	126.0233	179.5290
ASXL3	0.9606	1.2079	0.0000
ASZ1	0.0000	0.0000	0.0000
ATAD1	992.3151	1969.2652	836.0243
ATAD2B	280.0192	151.3890	158.1988
ATAD2	246.3977	769.8293	210.3392
ATAD3A	993.7560	296.3360	810.5466
ATAD3B	896.2536	101.0602	316.9901
ATAD3C	9.1258	11.6763	20.1452
ATAD5	24.0154	37.0420	21.3302
ATCAY	4.3228	2.0132	1.7775
ATE1	64.8415	701.3821	98.3558
ATF1	378.9625	1259.4278	443.7861
ATF2	139.7695	603.1403	193.7491
ATF3	455.3314	293.9202	146.3487
ATF4	3768.9721	7482.8857	5036.8834
ATF5	652.2574	15549.9679	25890.0904
ATF6B	2382.3247	1737.5877	1494.2971
ATF6	417.8674	3417.5267	602.5774
ATF7IP2	361.6715	43.0815	116.7234
ATF7IP	466.3785	1174.0702	591.9123
ATF7	709.4140	2364.8335	825.3059
ATG10	48.5110	125.2180	165.3088
ATG12	530.2594	458.9986	711.5983
ATG16L1	312.6801	512.9511	581.2472
ATG16L2	412.8963	138.7182	282.2278
ATG2A	651.2968	840.6922	1449.8593
ATG2B	663.3045	940.9472	1869.3527
ATG3	941.4025	1822.3051	628.0551
ATG4A	385.6868	547.9800	1125.1666
ATG4B	1427.9539	791.1687	1089.6164
ATG4C	96.0615	169.1048	154.0513
ATG4D	723.1748	364.9764	1102.8411
ATG5	793.9481	721.1110	1035.1059
ATG7	1229.0346	1141.5497	838.7261
ATG9A	2591.5850	2084.1518	1995.7458
ATG9B	21.8156	7.5091	1252.4189
ATHL1	259.8463	81.3313	41.4753
ATIC	1480.3074	1350.0197	1352.0960
ATL1	118.6359	483.1565	361.4279
ATL2	1296.8300	1584.3506	863.2795
ATL3	75.4083	418.3330	334.1727
ATMIN	1001.9212	1109.2467	2723.7446
ATM	1872.2382	835.8607	780.9213
ATN1	6444.2843	15762.9795	7649.2372
ATOH1	0.0000	0.0000	0.5925
ATOH7	4.3228	0.0000	7.1101
ATOH8	285.7829	148.9732	26.0702
ATOX1	1121.5178	598.3088	1051.6960
ATP10A	3106.6282	1665.2793	65.7680
ATP10B	0.0000	0.8053	29.0327
ATP10D	1248.3189	1384.6459	546.8819
ATP11A	439.0010	1017.8496	960.4503
ATP11B	300.6724	1330.6934	475.1889
ATP11C	345.3410	254.4624	367.9455
ATP12A	0.0000	0.0000	0.0000
ATP13A1	1980.3074	2410.9507	3527.1812
ATP13A2	1036.5034	736.0083	1404.2364
ATP13A3	1800.6724	3600.7235	1018.5158
ATP13A4	0.9606	0.8053	5.9250
ATP13A5	0.4803	0.8053	1.7775
ATP1A1	10111.3929	15890.1785	16002.3463
ATP1A2	19.2123	31.8078	17.1826
ATP1A3	39.3852	2110.5885	2935.2688
ATP1A4	0.0000	0.8053	0.0000
ATP1B1	19581.0663	3969.0579	2376.7323
ATP1B2	682.9971	998.1207	36.7353
ATP1B3	2592.2190	2847.4021	824.1742
ATP1B4	0.0000	0.0000	0.0000
ATP2A1	24.9760	7.2473	40.2903
ATP2A2	2189.7214	6591.8647	4046.8079
ATP2A3	263.2085	9678.8318	109.6134
ATP2B1	1101.3449	1594.4163	1615.7606
ATP2B2	119.5965	1585.1558	311.6575
ATP2B3	297.7906	1573.0769	1659.0135
ATP2B4	836.2152	6843.9113	2945.9339
ATP2C1	3905.6244	4647.6833	2143.1136
ATP2C2	5.2834	0.8053	329.4327
ATP4A	57.6369	148.9732	1806.5472
ATP4B	0.9606	4.0263	0.0000
ATP5A1	13061.4793	11145.2117	12591.3198
ATP5B	12608.0692	32691.9767	24695.0081
ATP5C1	8935.1585	6777.4773	4279.6623
ATP5D	3961.5754	829.0160	2413.8646
ATP5EP2	83.5735	60.3946	33.7728
ATP5E	5937.0797	5008.3194	3536.6612
ATP5F1	3451.9693	2517.2452	3160.4207
ATP5G1	1863.5927	673.6006	907.1249
ATP5G2	7484.6302	6473.0887	6780.6251
ATP5G3	3623.9193	2370.6877	2983.8542
ATP5H	5597.0221	1303.7172	2703.0070
ATP5I	2572.7858	1033.3187	1289.1364
ATP5J2	3609.0298	1462.3536	2663.9016
ATP5J	3940.5716	935.6929	3672.7063
ATP5L2	4.8031	0.8053	0.0000
ATP5L	7374.6398	2315.1247	2525.8480
ATP5O	5062.9203	1708.7634	4517.2567
ATP5SL	609.9904	759.3609	1056.4361
ATP5S	133.0451	148.9732	96.5783
ATP6AP1L	33.6215	77.3050	28.4402
ATP6AP1	5590.7781	6552.0042	9506.1472
ATP6AP2	3873.6792	2941.6176	5587.9129
ATP6V0A1	2118.1556	1414.0379	2571.4709
ATP6V0A2	302.5937	1261.4410	727.0034
ATP6V0A4	3.8425	0.4026	5.3325
ATP6V0B	4892.4111	4482.8867	3594.1342
ATP6V0C	10202.9971	4835.9935	5812.7922
ATP6V0D1	1415.4659	2758.8234	5631.1658
ATP6V0D2	0.0000	5.6368	0.0000
ATP6V0E1	3188.2805	3592.2683	4679.6030
ATP6V0E2	187.8002	1866.4133	2009.7526
ATP6V1A	2522.0941	5280.4975	2413.2721
ATP6V1B1	22.0941	2.8184	2.9625
ATP6V1B2	1521.6138	1727.6870	1595.6155
ATP6V1C1	1535.5427	1882.6997	1243.0751
ATP6V1C2	103.5783	50.0389	91.4116
ATP6V1D	3133.5255	2001.4756	3086.3576
ATP6V1E1	3065.8021	3562.4736	3040.1422
ATP6V1E2	111.4313	34.2236	55.1029
ATP6V1F	3865.0192	2459.6569	3836.4331
ATP6V1G1	5744.4765	4816.2647	2496.8153
ATP6V1G2	36.7819	8.8579	39.6978
ATP6V1G3	0.0000	0.0000	0.0000
ATP6V1H	2886.1671	1845.6577	1426.7516
ATP7A	329.4909	492.0143	513.7017
ATP7B	125.8405	55.9656	120.2785
ATP8A1	113.8329	147.7654	398.7557
ATP8A2	1.4409	12.0789	2.9625
ATP8B1	1040.3458	344.4463	136.8686
ATP8B2	205.5716	417.9303	171.8264
ATP8B3	158.5014	354.3147	586.5798
ATP8B4	38.9049	10.8710	202.0441
ATP8B5P	76.3689	24.9631	26.6627
ATP9A	3050.9126	843.9133	1650.7184
ATP9B	515.3698	611.9982	521.9967
ATPAF1	2782.4111	1687.6655	2724.8882
ATPAF2	618.6359	405.8514	514.2942
ATPBD4	189.7214	252.4493	181.8990
ATPIF1	4874.1595	1238.8937	1701.6738
ATRIP	138.0836	252.3848	199.2475
ATRNL1	613.3525	364.3805	14.2201
ATRN	1093.1796	1801.7710	1403.0514
ATRX	1066.7627	1196.6175	1307.6581
ATR	569.1643	1484.0956	1622.2782
ATXN10	951.4890	2297.0063	1483.6321
ATXN1L	862.6321	1302.6059	1195.0822
