Term	es	nes	pval	fdr	gene_set_size	matched_size	genes	DRUG
cluster_0	-0.050790727659352566	-0.5419361254652963	0.9805338149709011	0.9764991357532243	275	82	BNIP3L,INHBA,SUMO1,STK3,LSM4,SMC4,HNRNPD,IGFBP7,ZC3H15,POLR2A,MYO1B,DIAPH3,NDUFA5,HEXB,NRCAM,UBQLN2,CCDC85B,SNX6,PAICS,GNAS,AXL,MDH1,CMAS,USP14,TPM1,M6PR,MAP7D3,AGFG1,MEAF6,GRSF1,FNBP1,TDG,VDAC1,PTPN11,MAP3K7,CSNK1A1,TYMS,CYFIP1,PHTF1,PRDX2,WWC2,HSPA4,GADD45GIP1,HSPB11,GOLIM4,SAP18,DDX27,TAOK1,IFT57,VAPB,SOD1,SCFD1,CCDC25,GSTM4,TMEM14B,CYB5R3,CTBP1,CYP1B1,NCF2,H1F0,DYNC1I2,UBE2J1,WIPF2,NDUFS7,NDUFA4,H2AFV,GSTM3,COX5B,ASAP2,ATP5H,VPS4B,CEP70,NDUFA13,SMAP1,NR3C1,MRPL33,EIF4EBP2,CDK2AP2,RNASEH2B,HINT1,SCP2,NOL7	masitinib
cluster_3	-0.05316062176165611	-0.8545431528413238	0.6375838926174496	1.0	299	193	CD55,PERP,UBE2D1,PNRC1,RNF13,GABARAPL1,BTG1,MST4,ALDH7A1,H2AFJ,REEP5,PRSS8,RAP2B,KLK7,ERP44,CAPG,PPP1CB,GNAQ,GLTSCR2,CDC42EP3,SVIL,PAWR,TIMP2,MYCBP2,SPTBN1,TACC1,CD9,GATA3,MBTPS1,KLK8,TGFB2,CIR1,EPB41L1,RAD50,S100A14,CCNL1,KRT19,GPR110,ING4,TFPI,QPRT,TRIM2,MLPH,SMARCA1,JUNB,FBXO9,AHNAK,SKIL,KAT6B,EIF3L,SCNN1A,PDLIM5,CYBRD1,GOLGA3,FOXO3,AUP1,MAP2K7,DNAJB6,SERINC1,ASS1,TACSTD2,CAMK2N1,TMC5,TFG,MYO1C,SEZ6L2,CITED2,FILIP1L,ABI1,IGFBP3,CD59,HIST1H1C,KLF5,MYH14,SRI,TMEM106B,BATF,BMPR2,TRIM38,GRN,ZKSCAN1,SLC35E1,PPP1R12A,PDCD6,MGST3,RPL13A,OPTN,MYOF,CUL5,RNF24,LMO7,ALDH3B1,BSG,CAV2,MGAT4B,PPP4R2,LAMP1,GBAS,PTOV1,RHOBTB3,PKP2,NEAT1,PPP1R15A,TIMP3,LRRC42,BRD8,ANXA11,PLEKHA1,HIPK2,N4BP2L2,ERP29,RABGAP1L,PAM,KRT13,CTSH,SH3BGRL,PSAP,HIST1H2AC,BEST1,TSPAN3,KDM5B,ELF3,COPS2,NPEPPS,SLC38A2,DSP,HIST1H2BD,RNF216,CADM4,APOBEC3C,CDIPT,RTN3,TAF7,LGALS3,EFR3A,TMEM66,RUFY1,CALCOCO2,ADAM10,MAP4K5,LCN2,PHF20,GSTK1,NINJ1,PCDH7,HEG1,ABCC1,DAZAP2,PLA2G16,ITM2B,LTBP3,KLHDC3,MYO6,EPN2,FAM134B,NME3,TLE1,SNAP23,FXYD3,GDE1,CASP4,LRP10,PPL,STX16,SOX4,CD63,MVP,SAT1,REPIN1,NR1D2,MBNL2,SERPINB1,PHACTR2,TMEM59,GSN,PARP4,ACBD3,PPCS,UBE2H,FZD2,CSNK1D,EPS8,REST,PCYT1A,RARRES3,PTTG1IP,NEDD9,WFDC2,DECR2,ARPC3,ATP5O,DHRS3,PDLIM1	masitinib
cluster_7	0.060862128027840565	0.682990018907519	0.8732052578361982	1.0	371	91	NF2,INHBA,DUSP4,RIF1,RFC1,GADD45A,ICMT,PRKDC,PKP4,IGFBP7,RTF1,CLIC4,NPAT,CDC42EP1,MSH6,DIAPH3,SMC6,TIMELESS,CCDC85B,PAICS,NAP1L1,AXL,MFAP5,DOCK10,FARP2,USP14,IDH2,TPM1,VKORC1,PLCB4,MBD4,H2AFX,H2AFY,RRP1B,MEX3D,CLSPN,RAB32,ING2,BOK,TYMS,DDX11,RBM25,CEP57,TPD52,XRCC2,STXBP6,GLO1,EPAS1,RANBP1,XRCC3,GOLIM4,FN1,NUPR1,CPA4,ERC1,NUP210,TWSG1,MCAM,CREBZF,UNKL,MAZ,CTBP2,FLNC,HTATSF1,COMMD4,ADAMTS12,GSTM4,CYP1B1,HNRNPUL2,MTCH1,DIO2,MATN2,PELP1,ENAH,PSIP1,SIVA1,PEX5,DNAJC1,MAP1B,ITM2C,RB1,UBE2I,SMCHD1,DGKD,PPP5C,SLC7A1,MAPK1IP1L,NCAPH2,PLOD1,ROCK2,NNT	masitinib
cluster_0	-0.29299277113247907	-3.074196714509627	0.0	0.0	275	82	GSTM4,NCF2,CCDC25,UBQLN2,SAP18,GNAS,FNBP1,EIF4EBP2,NDUFA5,HEXB,BNIP3L,CEP70,SCP2,POLR2A,AGFG1,HNRNPD,WIPF2,NRCAM,DIAPH3,NR3C1,VAPB,ZC3H15,HSPA4,NDUFS7,VPS4B,CCDC85B,UBE2J1,PRDX2,GADD45GIP1,COX5B,PHTF1,USP14,CSNK1A1,SMAP1,PAICS,NDUFA13,SUMO1,PTPN11,HSPB11,CYB5R3,MYO1B,CYFIP1,CDK2AP2,VDAC1,STK3,H1F0,INHBA,TAOK1,CMAS,NOL7,HINT1,LSM4,CTBP1,GRSF1,MDH1,IGFBP7,SCFD1,SNX6,TYMS,MEAF6,M6PR,DYNC1I2,GOLIM4,ATP5H,TPM1,TDG,MAP3K7,RNASEH2B,CYP1B1,IFT57,ASAP2,SMC4,NDUFA4,WWC2,GSTM3,SOD1,TMEM14B,DDX27,H2AFV,MRPL33,MAP7D3,AXL	WH-4-025
cluster_7	-0.2454261284245051	-2.746738580123828	0.0	5.01018738100805e-05	371	91	NUPR1,GSTM4,DUSP4,NNT,CTBP2,GADD45A,CEP57,ITM2C,ICMT,RB1,NPAT,BOK,MEX3D,FARP2,IDH2,ERC1,HTATSF1,CREBZF,DIAPH3,TPD52,UNKL,MSH6,PKP4,MFAP5,RFC1,PRKDC,PEX5,HNRNPUL2,CCDC85B,STXBP6,MATN2,RTF1,TIMELESS,H2AFX,H2AFY,ADAMTS12,EPAS1,PPP5C,ENAH,RIF1,USP14,VKORC1,PAICS,PLCB4,MAZ,MBD4,CLIC4,NCAPH2,GLO1,UBE2I,NUP210,NF2,DOCK10,MTCH1,INHBA,ROCK2,XRCC2,CLSPN,ING2,IGFBP7,MAP1B,RANBP1,TYMS,SMCHD1,COMMD4,GOLIM4,DIO2,MAPK1IP1L,TPM1,SLC7A1,PELP1,PLOD1,CYP1B1,SIVA1,TWSG1,RRP1B,CDC42EP1,RBM25,MCAM,RAB32,DDX11,FLNC,NAP1L1,FN1,SMC6,PSIP1,DGKD,DNAJC1,XRCC3,AXL,CPA4	WH-4-025
cluster_4	-0.3175387526380839	-1.9895018157813351	0.007650493255486209	0.0061792311032432615	142	28	NUPR1,BEST1,CACYBP,ALDH2,DIAPH3,PTMS,CALM3,PKP4,BUB1,ENAH,ZFR,GPX3,CLIC4,TBCA,ASNS,SNHG3,NMU,MTMR12,DNAJB4,COX8A,TPM1,CYP1B1,MT1X,SMC4,NAP1L1,TOP1,RPL36,H2AFV	WH-4-025
cluster_2	0.10818047168737004	2.001399213852465	0.004962286621675268	0.013572402781011943	465	262	SQSTM1,ECH1,KLHL24,PNRC1,KLHDC2,HIST1H2AC,MVP,YPEL5,GNPDA1,ING4,LAMP2,IGBP1,ITM2B,HIST1H2BD,MXI1,QPRT,TOX4,MBTPS1,GLTSCR2,SRRM2,MAP2,SCAMP1,ALDH3A2,UBE2L6,NFKBIA,CAMLG,SCNN1A,SCD,RABGAP1L,MAP3K13,FAM127B,TMEM159,SPSB3,PPAP2B,UBXN1,ASS1,TRIM38,LYN,MLLT4,TNFSF10,GABARAPL1,BLVRB,USP3,ST3GAL1,SAT1,PINK1,EIF4B,TTC9,CHMP1B,TCEAL1,KRT8,HDLBP,HCFC1R1,TMEM59,UBE2H,RPL18,RAB7A,TACSTD2,MPST,DECR1,SPINT1,NENF,GLUL,WIPI2,CRBN,SPTSSA,IST1,FXYD3,BTG1,CTDSPL,NFE2L2,CTNND1,PDCD6,TRADD,ME1,CD47,GPR110,TAX1BP1,OSGIN2,EIF4A2,IGFBP5,ARL6IP5,KIAA1462,CD46,CEBPD,PAIP1,SH3BGRL,NR0B1,PCDH7,TBC1D1,CD55,DCAF6,WFDC2,RNF13,STK38,INADL,CDKN2B,MGST3,CDKN1B,RIPK2,VGLL4,ATF4,GULP1,MLPH,HIGD2A,TSG101,UBE2D1,KDELR1,TDP2,RPL15,LITAF,KYNU,SERINC3,PIR,APP,SCRN1,ASPH,POLR1D,CYB5A,IL13RA1,ARID5B,HIST1H1C,ZFAND5,RASAL2,NPC2,CDK14,ZBED2,TLE1,GOLPH3,KRCC1,KLK8,RARRES3,MTUS1,PERP,PPP2R3A,EIF3F,RAB11FIP1,SKAP2,GSTK1,ELF3,ATXN7L3B,H2AFJ,ABCC5,DDX17,PDLIM5,ANXA11,LCN2,COBL,COX7A2L,CHKA,TPT1,RPL13A,ATP5G2,LEPROT,INHBB,ATP6V1G1,VAMP8,PGRMC2,MYO6,NT5C2,CSNK1A1,MYOF,TPD52L1,PPP1R15A,SERPINB1,RALGPS2,EHF,CAST,NME3,SH3YL1,ZFAND6,DAB2,NTAN1,CCDC6,BPGM,TP53BP2,NAMPT,CITED2,GATA3,RPL3,KLF5,NACA,SRI,STK3,H1F0,RPS14,COPS2,TJP1,PKP2,EHBP1,EIF2S3,RPL13,RAB25,KLK7,BFAR,HTATIP2,CASP4,IFI16,EIF3H,EIF1,PRSS22,SNAP23,RARRES1,ADD3,LGALS3,CD9,BTF3,DYNLRB1,RHOBTB3,WWP1,EEF2,STAU1,SERPINB6,PLEKHA1,YWHAZ,SCAND1,SLC38A2,SNX6,TRAM1,EIF3E,TMEM106B,JUN,KRT19,SASH1,EPS8,CTSB,MYL12A,LIMCH1,CYBRD1,PDLIM1,PTTG1IP,STEAP4,SLC16A4,FILIP1L,IL6ST,PALLD,TGFB2,BATF,SLC20A2,PLA2G16,KRT13,VGLL1,TSPO,HEBP1,PPT1,H1FX,HEBP2,VGLL3,RNF7,PAWR,VAMP3,MAP4K3,TM4SF1,CLIP4,MIR22HG,IGFBP3,WWC1,PHACTR2,CDC42EP3,HEG1,KRT18,CAV1	WH-4-025
cluster_1	0.11725039666215288	1.4904204616277024	0.06833435021354485	0.10638368650410832	239	119	TRAPPC6A,CTSD,HIST1H2AC,CIR1,GRN,RNF44,ITM2B,MAGED2,CLSTN3,ZKSCAN1,TCEAL4,TM7SF2,GOLGA2,CES2,ANXA4,BEST1,OBSL1,TIPARP,GABARAPL1,CTSA,NDUFS2,TIMP2,KRT8,RPL28,HCFC1R1,TMEM59,ZDHHC7,FAM134B,MYH14,DAPK1,SRP14,GLUL,FBXO2,CTNND1,IGFBP5,FAM127A,SKIL,NEAT1,PTGIS,SH3BGRL,DHRS3,ASAH1,RAB13,EPS8L2,TTC3,CDKN2B,PSAP,SNCG,FAM114A1,LAPTM4A,PCYOX1,NDRG1,SLC29A3,GATA2,SEZ6L2,RPS28,GSN,TACC1,NCSTN,NGFRAP1,MUC1,ZFAND5,ALDH3B1,XAF1,CTSH,ERGIC3,RARRES3,MMP14,SERF2,PTPRF,TMEM132A,GSTK1,ELF3,SOX4,RPL22,TRIM29,ALPP,MUC4,CAMK2N1,ADAMTSL4,NME3,LY6E,DAB2,NAMPT,KRT7,KLK7,RPS14P3,ARFGAP1,RARRES1,KLK5,LMO4,MSLN,TUBA1A,CLU,SEMA3C,FOS,CLIC3,KRT19,CYBRD1,PDLIM1,WBP5,PABPC3,CBX6,KRT13,CYP1B1,UPK2,NEDD9,SIK1,EDIL3,IGFBP3,TNFRSF21,RBP1,TINAGL1,FN1,JUNB,RPL36,TAX1BP3,CST6,EGR1	WH-4-025
cluster_3	0.08445595854922044	1.3641488588773008	0.12635095303595992	0.12404776953527827	299	193	PNRC1,HIST1H2AC,CIR1,MVP,GRN,N4BP2L2,ING4,ITM2B,HIST1H2BD,QPRT,MBTPS1,GLTSCR2,ZKSCAN1,PRSS8,MAP2K7,CADM4,SCNN1A,RABGAP1L,FOXO3,LRP10,RAD50,BMPR2,SMARCA1,BEST1,OPTN,ASS1,TRIM38,TRIM2,S100A14,CDIPT,GABARAPL1,NINJ1,CSNK1D,HIPK2,SAT1,TIMP2,KDM5B,EIF3L,TMEM59,UBE2H,TACSTD2,FAM134B,MYH14,ALDH7A1,PAM,PPP4R2,FXYD3,BTG1,PPL,PDCD6,RUFY1,GPR110,RNF24,SVIL,SKIL,NEAT1,SH3BGRL,DHRS3,PCDH7,FBXO9,CD55,ACBD3,CAPG,WFDC2,RNF13,TMC5,PCYT1A,MGST3,ABCC1,PSAP,SERINC1,MLPH,LAMP1,ERP29,APOBEC3C,UBE2D1,REPIN1,RAP2B,SEZ6L2,GSN,PTOV1,KAT6B,TACC1,EPB41L1,ERP44,DNAJB6,SPTBN1,ABI1,TMEM66,HIST1H1C,ALDH3B1,TLE1,CTSH,MST4,KLK8,RARRES3,BSG,PERP,PPCS,MYCBP2,GBAS,GSTK1,NPEPPS,CD63,PARP4,ELF3,CALCOCO2,REEP5,AHNAK,SOX4,H2AFJ,PDLIM5,ANXA11,LCN2,MYO1C,RPL13A,EPN2,PHF20,MYO6,PPP1CB,STX16,DECR2,CAMK2N1,EFR3A,MGAT4B,MYOF,GOLGA3,PPP1R15A,SERPINB1,NME3,SLC35E1,CITED2,TAF7,GATA3,MBNL2,DSP,CD59,ATP5O,FZD2,CUL5,BRD8,KLF5,TFPI,SRI,COPS2,PKP2,RNF216,CAV2,ADAM10,CCNL1,KLK7,CASP4,GDE1,SNAP23,LGALS3,TSPAN3,CD9,RHOBTB3,NR1D2,PLEKHA1,RTN3,SLC38A2,LTBP3,TIMP3,PPP1R12A,LRRC42,REST,TMEM106B,KRT19,EPS8,MAP4K5,KLHDC3,CYBRD1,PDLIM1,PTTG1IP,FILIP1L,ARPC3,TGFB2,BATF,PLA2G16,KRT13,LMO7,TFG,DAZAP2,NEDD9,PAWR,IGFBP3,PHACTR2,CDC42EP3,GNAQ,HEG1,AUP1,JUNB	WH-4-025
cluster_2	-0.17187523653286027	-3.190079561721711	0.0	0.0	465	262	ATXN7L3B,HCFC1R1,KLHL24,GABARAPL1,UBXN1,IST1,INADL,KRT8,EIF1,ING4,ANXA11,H2AFJ,MXI1,TGFB2,RHOBTB3,RAB11FIP1,COX7A2L,CEBPD,SCNN1A,APP,CYBRD1,UBE2H,YPEL5,DECR1,RABGAP1L,PINK1,NENF,HIST1H1C,ECH1,IGFBP5,TP53BP2,MLLT4,GPR110,NACA,OSGIN2,RIPK2,SPSB3,TBC1D1,STK3,DCAF6,CHMP1B,NR0B1,CD47,PPT1,LEPROT,PCDH7,ADD3,TLE1,RASAL2,CTDSPL,MAP2,LAMP2,KLHDC2,CYB5A,WIPI2,LYN,PAWR,TJP1,TAX1BP1,ZFAND6,SPINT1,CRBN,SRI,CDKN2B,ZBED2,ALDH3A2,KIAA1462,SRRM2,SAT1,UBE2D1,RALGPS2,RPL18,DAB2,TPT1,EIF3F,MPST,TRIM38,MGST3,ME1,PDCD6,ABCC5,RPL3,RPS14,PRSS22,PNRC1,STEAP4,TACSTD2,ATP5G2,CAMLG,MIR22HG,CAST,PERP,NTAN1,SLC20A2,HEG1,MBTPS1,ATF4,TOX4,LCN2,HDLBP,PTTG1IP,PKP2,FAM127B,TMEM59,PAIP1,MAP3K13,RARRES3,GULP1,HIST1H2AC,TRADD,KYNU,PHACTR2,SH3BGRL,WWP1,CITED2,TMEM159,HEBP1,DDX17,VGLL1,GATA3,RAB25,TPD52L1,CTSB,SH3YL1,SCRN1,RPL15,QPRT,MYL12A,INHBB,PDLIM5,ASS1,GLUL,IL13RA1,CSNK1A1,KLK8,FILIP1L,H1F0,BLVRB,ST3GAL1,PPP2R3A,MTUS1,CD55,COBL,SCD,ASPH,CHKA,TCEAL1,PLEKHA1,CASP4,WWC1,HIGD2A,HIST1H2BD,MAP4K3,LIMCH1,RAB7A,NPC2,ITM2B,CCDC6,RNF13,TRAM1,MYOF,CDK14,SCAMP1,POLR1D,PALLD,EIF4B,TTC9,VAMP3,YWHAZ,CD46,GNPDA1,UBE2L6,PPAP2B,FXYD3,LITAF,SKAP2,IGFBP3,GLTSCR2,VGLL3,WFDC2,SNX6,SERINC3,DYNLRB1,EIF4A2,BTF3,KLK7,EEF2,EIF3E,EHF,LGALS3,KRCC1,TNFSF10,ARID5B,ZFAND5,EIF2S3,CTNND1,TMEM106B,NAMPT,MYO6,NFKBIA,IL6ST,RNF7,VAMP8,JUN,RARRES1,IGBP1,COPS2,ELF3,STAU1,SQSTM1,STK38,CAV1,PLA2G16,PPP1R15A,HEBP2,NFE2L2,MVP,NT5C2,SPTSSA,CDC42EP3,SERPINB1,TSPO,NME3,RPL13,TDP2,KDELR1,PIR,KRT13,SNAP23,ATP6V1G1,TM4SF1,EPS8,KLF5,SLC16A4,CD9,GSTK1,SASH1,EHBP1,RPL13A,HTATIP2,EIF3H,CLIP4,H1FX,PGRMC2,BPGM,BATF,KRT18,ARL6IP5,CDKN1B,USP3,TSG101,BTG1,PDLIM1,MLPH,IFI16,BFAR,GOLPH3,KRT19,SERPINB6,VGLL4,SCAND1,SLC38A2	ponatinib
cluster_3	-0.1802072538859843	-2.901070828027962	0.0	9.956192751891678e-05	299	193	OPTN,CIR1,GABARAPL1,SPTBN1,ING4,TACC1,ZKSCAN1,BMPR2,ALDH7A1,ANXA11,H2AFJ,TGFB2,RHOBTB3,BEST1,SCNN1A,CYBRD1,UBE2H,ABI1,EPB41L1,RABGAP1L,PRSS8,SMARCA1,MBNL2,PAM,HIST1H1C,SKIL,GPR110,ERP44,SVIL,CDIPT,ATP5O,MYH14,PCDH7,TLE1,RAP2B,SERINC1,RUFY1,BSG,EIF3L,PAWR,CADM4,BRD8,SRI,PPP4R2,TMEM66,HIPK2,SAT1,UBE2D1,S100A14,ACBD3,TRIM38,MGST3,FAM134B,PDCD6,CAPG,SEZ6L2,PNRC1,GRN,TACSTD2,PCYT1A,PERP,HEG1,MBTPS1,AHNAK,CD63,LCN2,RNF24,MAP4K5,PSAP,PTTG1IP,PKP2,NEDD9,LMO7,PPP1CB,TMEM59,LAMP1,MYO1C,CUL5,RARRES3,HIST1H2AC,PHACTR2,SH3BGRL,CITED2,GSN,KLHDC3,SLC35E1,GNAQ,ERP29,GATA3,N4BP2L2,DECR2,FBXO9,NINJ1,QPRT,MAP2K7,PDLIM5,ASS1,TIMP3,TRIM2,CAMK2N1,KLK8,FILIP1L,REEP5,SOX4,ABCC1,CD55,PLEKHA1,NEAT1,CALCOCO2,CASP4,TFPI,HIST1H2BD,TFG,GDE1,PHF20,ITM2B,RAD50,GBAS,TIMP2,RNF13,MYOF,PPL,LRRC42,RTN3,MYCBP2,FXYD3,MGAT4B,KAT6B,IGFBP3,GLTSCR2,DHRS3,DAZAP2,EPN2,CAV2,FZD2,WFDC2,KLK7,LGALS3,CCNL1,TMEM106B,APOBEC3C,MYO6,NR1D2,ALDH3B1,PPCS,CTSH,PPP1R12A,DSP,TSPAN3,COPS2,REST,REPIN1,ELF3,JUNB,FOXO3,PLA2G16,PPP1R15A,MVP,RNF216,CDC42EP3,SERPINB1,NME3,AUP1,MST4,KRT13,SNAP23,EFR3A,EPS8,PARP4,KLF5,CD9,GSTK1,TMC5,RPL13A,KDM5B,LTBP3,DNAJB6,TAF7,BATF,PTOV1,ARPC3,STX16,BTG1,PDLIM1,CSNK1D,MLPH,LRP10,KRT19,CD59,ADAM10,SLC38A2,GOLGA3,NPEPPS	ponatinib
cluster_1	-0.17162249515193173	-2.189939939127533	0.0007964954201513341	0.00411522633744856	239	119	TRAPPC6A,CIR1,HCFC1R1,GABARAPL1,KRT8,TACC1,ZKSCAN1,PTGIS,BEST1,RPS28,OBSL1,CYBRD1,FBXO2,DAPK1,XAF1,SKIL,IGFBP5,CTSD,TTC3,CES2,MYH14,FOS,CLSTN3,ERGIC3,KRT7,GATA2,EDIL3,CDKN2B,SRP14,TMEM132A,DAB2,FN1,TRIM29,FAM134B,ANXA4,LAPTM4A,SEZ6L2,ASAH1,GRN,SNCG,TCEAL4,TM7SF2,PSAP,RPL22,NEDD9,EGR1,MUC1,TMEM59,NCSTN,RARRES3,HIST1H2AC,CLIC3,SH3BGRL,SERF2,GSN,RBP1,NDRG1,PTPRF,RPS14P3,GLUL,CAMK2N1,CYP1B1,SOX4,GOLGA2,NEAT1,TUBA1A,RAB13,MAGED2,CTSA,ITM2B,TIMP2,MSLN,EPS8L2,TAX1BP3,IGFBP3,ALPP,DHRS3,LMO4,CBX6,CLU,MMP14,KLK7,CST6,ZFAND5,CTNND1,NAMPT,ARFGAP1,SLC29A3,ALDH3B1,CTSH,NGFRAP1,FAM114A1,WBP5,SIK1,PCYOX1,LY6E,RARRES1,FAM127A,RPL28,KLK5,RNF44,ADAMTSL4,ELF3,JUNB,ZDHHC7,NME3,KRT13,UPK2,GSTK1,TINAGL1,RPL36,MUC4,SEMA3C,NDUFS2,PABPC3,PDLIM1,KRT19,TNFRSF21,TIPARP	ponatinib
cluster_0	-0.09430011419262237	-0.9832924599837963	0.4640113222806308	0.687226204699323	275	82	NDUFA5,UBE2J1,CEP70,SAP18,PTPN11,SUMO1,DIAPH3,GNAS,NRCAM,TMEM14B,IGFBP7,RNASEH2B,INHBA,AGFG1,STK3,PRDX2,EIF4EBP2,HNRNPD,POLR2A,HSPB11,CYB5R3,HSPA4,ZC3H15,LSM4,MYO1B,MAP7D3,VAPB,SCP2,IFT57,GRSF1,UBQLN2,WWC2,GSTM4,NDUFA13,TPM1,AXL,TAOK1,PAICS,H2AFV,PHTF1,ASAP2,SCFD1,GADD45GIP1,SOD1,TYMS,USP14,NOL7,CSNK1A1,CCDC25,CYP1B1,CCDC85B,H1F0,NCF2,VDAC1,COX5B,NR3C1,FNBP1,CDK2AP2,BNIP3L,HEXB,SMC4,CTBP1,NDUFS7,GOLIM4,NDUFA4,DYNC1I2,SNX6,CMAS,CYFIP1,MEAF6,MAP3K7,TDG,VPS4B,MDH1,SMAP1,M6PR,GSTM3,HINT1,DDX27,MRPL33,WIPF2,ATP5H	ponatinib
cluster_4	-0.14239866094171172	-0.8960568554216667	0.5735586481113321	0.6917960971724413	142	28	NUPR1,BEST1,ASNS,BUB1,DIAPH3,ALDH2,PKP4,PTMS,CACYBP,NMU,TPM1,GPX3,DNAJB4,CLIC4,H2AFV,MTMR12,TBCA,CYP1B1,SNHG3,ZFR,SMC4,NAP1L1,MT1X,COX8A,ENAH,CALM3,RPL36,TOP1	ponatinib
cluster_7	-0.052833343850569925	-0.5878102250778707	0.9496047430830039	0.9527744590468605	371	91	GADD45A,NUPR1,NPAT,RB1,NF2,CREBZF,MFAP5,DIAPH3,ICMT,TIMELESS,PRKDC,IGFBP7,INHBA,NCAPH2,MTCH1,MAP1B,RANBP1,CTBP2,RIF1,ING2,PKP4,RRP1B,H2AFX,ITM2C,SLC7A1,DOCK10,SIVA1,PPP5C,IDH2,FARP2,MSH6,COMMD4,PSIP1,FN1,GSTM4,STXBP6,BOK,CPA4,MBD4,TWSG1,ADAMTS12,HNRNPUL2,TPM1,NUP210,AXL,RFC1,DIO2,PAICS,TPD52,CLIC4,MAZ,PEX5,HTATSF1,FLNC,GLO1,TYMS,UBE2I,USP14,XRCC2,CYP1B1,CCDC85B,PLCB4,XRCC3,CLSPN,ERC1,SMC6,DDX11,EPAS1,ROCK2,GOLIM4,NAP1L1,VKORC1,MATN2,DNAJC1,PELP1,RAB32,H2AFY,NNT,MAPK1IP1L,MEX3D,ENAH,CDC42EP1,UNKL,DUSP4,SMCHD1,CEP57,RTF1,RBM25,PLOD1,MCAM,DGKD	ponatinib
cluster_2	0.1233886883311698	2.2980481865098343	0.0012074864157778226	0.004669468347675272	465	262	ATF4,KLHDC2,EIF4A2,GNPDA1,DECR1,MLPH,UBXN1,SQSTM1,SCNN1A,ECH1,TM4SF1,OSGIN2,CTDSPL,HTATIP2,KRT8,TGFB2,EIF1,SCAMP1,MVP,KRT19,ELF3,SPSB3,SERINC3,BTF3,MPST,CYBRD1,SPINT1,NME3,GPR110,CD55,BLVRB,NR0B1,INADL,RARRES3,GLTSCR2,LIMCH1,RPL15,SERPINB1,DYNLRB1,NENF,MBTPS1,H2AFJ,TSPO,MXI1,NAMPT,CD46,CAST,ST3GAL1,STK38,HDLBP,EPS8,CTSB,UBE2H,APP,SKAP2,PPP1R15A,TSG101,GABARAPL1,RABGAP1L,RPL13,LEPROT,RAB11FIP1,SLC38A2,CD47,EHBP1,STEAP4,KRT18,SH3YL1,STAU1,RIPK2,CLIP4,IGFBP5,IST1,TP53BP2,KLHL24,IGBP1,ASS1,PPAP2B,ABCC5,WWP1,ADD3,YPEL5,H1F0,CSNK1A1,EEF2,CDK14,TMEM59,PERP,MLLT4,HEBP2,TAX1BP1,CASP4,ZFAND5,LITAF,STK3,CHMP1B,TMEM106B,RAB7A,TBC1D1,SNAP23,HIST1H2AC,EHF,ASPH,FAM127B,SLC16A4,MYO6,SRRM2,MAP4K3,GULP1,GSTK1,CEBPD,HIGD2A,PNRC1,CDC42EP3,IL13RA1,PIR,PINK1,TNFSF10,COX7A2L,NFE2L2,ANXA11,PRSS22,ATP6V1G1,PLA2G16,TPT1,UBE2D1,RPL13A,RALGPS2,IGFBP3,CCDC6,BPGM,SASH1,SPTSSA,VGLL3,PGRMC2,KRCC1,MGST3,EIF4B,SAT1,CTNND1,PDCD6,TTC9,TMEM159,CAMLG,PAWR,LAMP2,ALDH3A2,NACA,YWHAZ,COBL,RPL3,KLF5,IL6ST,LCN2,SLC20A2,ZFAND6,HCFC1R1,SCRN1,CDKN1B,MYL12A,HIST1H2BD,TDP2,HEG1,RARRES1,TRADD,BTG1,PKP2,TRIM38,POLR1D,TACSTD2,NT5C2,BFAR,WIPI2,UBE2L6,EIF2S3,SCAND1,PAIP1,FXYD3,USP3,KRT13,SERPINB6,BATF,GOLPH3,QPRT,ME1,ARID5B,SRI,SCD,RHOBTB3,DDX17,PTTG1IP,EIF3F,WFDC2,IFI16,VAMP3,CD9,SNX6,GATA3,TLE1,CITED2,RPS14,CDKN2B,INHBB,ING4,VGLL4,KYNU,KDELR1,TJP1,CYB5A,DAB2,ITM2B,RASAL2,CHKA,TPD52L1,MAP3K13,RPL18,LYN,KIAA1462,HEBP1,CAV1,JUN,TRAM1,EIF3E,RNF7,TCEAL1,H1FX,RAB25,NTAN1,NPC2,CRBN,PPP2R3A,PPT1,PHACTR2,WWC1,MYOF,COPS2,LGALS3,VAMP8,HIST1H1C,PDLIM5,ARL6IP5,ATP5G2,PALLD,MIR22HG,ZBED2,PLEKHA1,RNF13,TOX4,SH3BGRL,GLUL,FILIP1L,PCDH7,VGLL1,DCAF6,NFKBIA,MAP2,MTUS1,KLK7,KLK8,EIF3H,ATXN7L3B,PDLIM1	pazopanib
